finding_id,scan_id,scan_date,detected_timestamp,asset_id,asset_name,asset_type,environment,business_unit,owner_team,cve_id,vulnerability_title,vulnerability_category,severity,cvss_score,cvss_vector,status,first_detected_date,age_days,remediation_hours,asset_value_at_risk,weighted_risk,remediation_sla_days,exploit_available,detection_source,source_updated_at
FND-001643,SCN-20260112-0699,2026-01-12,2026-01-12T06:52:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-43973,Cryptographic Weakness in the API gateway plugin,Cryptographic Weakness,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-30,43,13.68,2184000.00,118.30,7,true,Nessus,2026-01-13T08:52:00+00:00
FND-001644,SCN-20260610-1241,2026-06-10,2026-06-10T06:00:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-45891,Information Disclosure in the identity federation module,Information Disclosure,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2026-05-12,29,8.64,955500.00,81.90,7,false,Nessus,2026-06-11T08:00:00+00:00
FND-001645,SCN-20260311-1433,2026-03-11,2026-03-11T06:01:00+00:00,AST-017,reporting-warehouse,Database,Production,Finance Systems,Enterprise Apps,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2025-11-03,128,20.16,859950.00,81.90,7,true,Qualys VMDR,2026-03-11T08:01:00+00:00
FND-001646,SCN-20260716-1434,2026-07-16,2026-07-16T06:02:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-02-17,149,11.70,592110.00,68.80,30,true,Wiz,2026-07-16T08:02:00+00:00
FND-001647,SCN-20260329-1332,2026-03-29,2026-03-29T06:03:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-45069,Path Traversal in the container runtime shim,Path Traversal,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-17,132,6.65,930150.00,63.60,90,false,Nessus,2026-03-29T08:03:00+00:00
FND-001648,SCN-20260811-1435,2026-08-11,2026-08-11T06:04:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2025-45343,Cryptographic Weakness in the metrics collector agent,Cryptographic Weakness,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-04-18,115,9.45,870750.00,55.90,90,false,CrowdStrike Spotlight,2026-08-11T08:04:00+00:00
FND-001649,SCN-20260502-1286,2026-05-02,2026-05-02T06:05:00+00:00,AST-019,secrets-vault,Container,Production,Identity & Access,IAM Engineering,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2026-01-13,109,25.60,1874250.00,127.40,7,true,Wiz,2026-05-03T08:05:00+00:00
FND-001650,SCN-20260616-0197,2026-06-16,2026-06-16T06:06:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2025-11-25,203,28.16,2116800.00,127.40,7,true,Nessus,2026-06-17T08:06:00+00:00
FND-001651,SCN-20260605-1436,2026-06-05,2026-06-05T06:07:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-03-30,67,10.40,668250.00,60.00,30,false,Nessus,2026-06-07T08:07:00+00:00
FND-001652,SCN-20260611-1313,2026-06-11,2026-06-11T06:08:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,In Remediation,2026-05-13,29,14.30,716380.00,77.40,30,true,Qualys VMDR,2026-06-13T08:08:00+00:00
FND-001653,SCN-20260421-1437,2026-04-21,2026-04-21T06:09:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-41918,Denial of Service in the object-storage SDK,Denial of Service,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-02-18,62,13.44,1911000.00,117.60,7,false,Wiz,2026-04-21T08:09:00+00:00
FND-001654,SCN-20260628-1180,2026-06-28,2026-06-28T06:10:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-42192,Insecure Deserialization in the workflow scheduler,Insecure Deserialization,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-03-19,101,16.06,184800.00,35.20,30,true,Rapid7 InsightVM,2026-06-30T08:10:00+00:00
FND-001655,SCN-20260424-0276,2026-04-24,2026-04-24T06:11:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-02-19,64,9.36,792000.00,67.50,30,false,Wiz,2026-04-24T08:11:00+00:00
FND-001656,SCN-20260821-1438,2026-08-21,2026-08-21T06:12:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2025-40411,Information Disclosure in the metrics collector agent,Information Disclosure,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-06-23,59,7.41,154980.00,32.80,30,false,Wiz,2026-08-23T08:12:00+00:00
FND-001657,SCN-20260325-1439,2026-03-25,2026-03-25T06:13:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-42466,Cross-Site Scripting in the log-shipping daemon,Cross-Site Scripting,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-11-08,137,6.50,810000.00,75.00,30,true,Nessus,2026-03-26T08:13:00+00:00
FND-001658,SCN-20260212-1440,2026-02-12,2026-02-12T06:14:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-11-07,97,26.88,1911000.00,117.60,7,true,Qualys VMDR,2026-02-12T08:14:00+00:00
FND-001659,SCN-20260622-1441,2026-06-22,2026-06-22T06:15:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-43973,Cryptographic Weakness in the API gateway plugin,Cryptographic Weakness,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-06-14,8,15.12,680680.00,72.80,7,true,Qualys VMDR,2026-06-24T08:15:00+00:00
FND-001660,SCN-20260413-1442,2026-04-13,2026-04-13T06:16:00+00:00,AST-007,billing-batch-worker,Container,Production,Payments Platform,Platform SRE,CVE-2026-45206,Cross-Site Scripting in the object-storage SDK,Cross-Site Scripting,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-18,146,4.75,295630.00,37.60,90,false,Qualys VMDR,2026-04-15T08:16:00+00:00
FND-001661,SCN-20260805-1259,2026-08-05,2026-08-05T06:17:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Resolved,2026-03-16,142,6.00,636000.00,53.00,90,false,Wiz,2026-08-06T08:17:00+00:00
FND-001662,SCN-20260417-1443,2026-04-17,2026-04-17T06:18:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2026-42329,Path Traversal in the API gateway plugin,Path Traversal,High,8.2,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-12-19,119,9.10,787200.00,73.80,30,true,Wiz,2026-04-18T08:18:00+00:00
FND-001663,SCN-20251129-1444,2025-11-29,2025-11-29T06:19:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-09-02,88,25.60,226380.00,39.20,7,true,Qualys VMDR,2025-11-30T08:19:00+00:00
FND-001664,SCN-20260127-1445,2026-01-27,2026-01-27T06:20:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Open,2025-12-17,41,26.88,948640.00,78.40,7,true,Nessus,2026-01-27T08:20:00+00:00
FND-001665,SCN-20260711-1446,2026-07-11,2026-07-11T06:21:00+00:00,AST-022,backup-orchestrator,Server,Production,Infrastructure,Platform SRE,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Resolved,2026-05-25,47,22.40,335790.00,45.50,7,true,Nessus,2026-07-12T08:21:00+00:00
FND-001666,SCN-20260731-1447,2026-07-31,2026-07-31T06:22:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Resolved,2026-04-11,111,11.44,668250.00,60.00,30,false,Qualys VMDR,2026-07-31T08:22:00+00:00
FND-001667,SCN-20260203-0468,2026-02-03,2026-02-03T06:23:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2026-44658,Denial of Service in the service-mesh sidecar,Denial of Service,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-09-14,142,8.40,550800.00,54.40,90,false,Qualys VMDR,2026-02-03T08:23:00+00:00
FND-001668,SCN-20260728-1448,2026-07-28,2026-07-28T06:24:00+00:00,AST-013,mobile-bff-api,Container,Production,Digital Experience,Web Platform,CVE-2026-40274,SQL Injection in the object-storage SDK,SQL Injection,High,8.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-07-11,17,13.00,607200.00,70.40,30,false,Qualys VMDR,2026-07-28T08:24:00+00:00
FND-001669,SCN-20260321-1449,2026-03-21,2026-03-21T06:25:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-45754,SQL Injection in the log-shipping daemon,SQL Injection,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2025-11-03,138,15.20,1911000.00,117.60,7,true,Rapid7 InsightVM,2026-03-23T08:25:00+00:00
FND-001670,SCN-20260220-1394,2026-02-20,2026-02-20T06:26:00+00:00,AST-015,sso-broker,Container,Production,Identity & Access,IAM Engineering,CVE-2025-45754,SQL Injection in the log-shipping daemon,SQL Injection,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-01-10,41,16.80,1617000.00,107.80,7,true,Nessus,2026-02-21T08:26:00+00:00
FND-001671,SCN-20260420-0867,2026-04-20,2026-04-20T06:27:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,In Remediation,2025-11-28,143,28.16,607600.00,68.60,7,true,Rapid7 InsightVM,2026-04-20T08:27:00+00:00
FND-001672,SCN-20260530-1450,2026-05-30,2026-05-30T06:28:00+00:00,AST-009,internal-wiki,Server,Staging,Corporate IT,Enterprise Apps,CVE-2025-42055,Authentication Bypass in the metrics collector agent,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-02-05,114,24.64,162435.00,36.40,7,false,Qualys VMDR,2026-05-30T08:28:00+00:00
FND-001673,SCN-20260623-1173,2026-06-23,2026-06-23T06:29:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-43014,SQL Injection in the service-mesh sidecar,SQL Injection,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-04-23,61,9.50,637200.00,59.00,90,true,Wiz,2026-06-23T08:29:00+00:00
FND-001674,SCN-20251211-1451,2025-12-11,2025-12-11T06:30:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-08-05,128,10.40,270000.00,30.00,30,false,Wiz,2025-12-11T08:30:00+00:00
FND-001675,SCN-20260415-1452,2026-04-15,2026-04-15T06:31:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-43014,SQL Injection in the service-mesh sidecar,SQL Injection,Medium,5.9,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-23,82,11.00,849600.00,64.90,90,true,Rapid7 InsightVM,2026-04-15T08:31:00+00:00
FND-001676,SCN-20260709-1453,2026-07-09,2026-07-09T06:32:00+00:00,AST-020,partner-integration-gw,Server,Production,Partnerships,Integration Team,CVE-2026-45206,Cross-Site Scripting in the object-storage SDK,Cross-Site Scripting,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-05-22,48,5.50,296100.00,32.90,90,false,Rapid7 InsightVM,2026-07-09T08:32:00+00:00
FND-001677,SCN-20260303-1454,2026-03-03,2026-03-03T06:33:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2026-41918,Denial of Service in the object-storage SDK,Denial of Service,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2026-01-26,36,14.08,1176000.00,98.00,7,false,Wiz,2026-03-03T08:33:00+00:00
FND-001678,SCN-20251028-1455,2025-10-28,2025-10-28T06:34:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-09-30,28,9.36,726000.00,60.00,30,false,Nessus,2025-10-30T08:34:00+00:00
FND-001679,SCN-20251218-1456,2025-12-18,2025-12-18T06:35:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-40822,Insecure Deserialization in the log-shipping daemon,Insecure Deserialization,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-01,17,13.65,1193400.00,81.60,90,false,CrowdStrike Spotlight,2025-12-19T08:35:00+00:00
FND-001680,SCN-20260604-1457,2026-06-04,2026-06-04T06:36:00+00:00,AST-001,core-payments-api,Server,Production,Payments Platform,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2026-04-28,37,10.92,1620000.00,97.50,30,false,Qualys VMDR,2026-06-04T08:36:00+00:00
FND-001681,SCN-20260618-1458,2026-06-18,2026-06-18T06:37:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,Open,2026-05-20,29,22.40,1310400.00,100.10,7,true,Wiz,2026-06-18T08:37:00+00:00
FND-001682,SCN-20260511-1459,2026-05-11,2026-05-11T06:38:00+00:00,AST-008,hr-records-db,Database,Production,People Operations,Enterprise Apps,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-03-13,59,5.40,508800.00,47.70,90,false,Rapid7 InsightVM,2026-05-13T08:38:00+00:00
FND-001683,SCN-20260327-1460,2026-03-27,2026-03-27T06:39:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-01-04,82,6.30,1113000.00,63.60,90,false,Rapid7 InsightVM,2026-03-27T08:39:00+00:00
FND-001684,SCN-20260520-1461,2026-05-20,2026-05-20T06:40:00+00:00,AST-022,backup-orchestrator,Server,Production,Infrastructure,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Accepted Risk,2026-02-05,104,10.40,276750.00,37.50,30,false,Nessus,2026-05-22T08:40:00+00:00
FND-001685,SCN-20260319-1462,2026-03-19,2026-03-19T06:41:00+00:00,AST-012,vpn-concentrator,Network Device,Production,Network Security,Network Security,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-02-02,45,6.00,620100.00,58.30,90,false,Nessus,2026-03-21T08:41:00+00:00
FND-001686,SCN-20260109-1463,2026-01-09,2026-01-09T06:42:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-31847,Unauthenticated remote code execution in the request-routing filter,Remote Code Execution,Critical,9.8,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:H,Resolved,2025-07-14,179,28.16,2102100.00,117.60,7,true,Nessus,2026-01-11T08:42:00+00:00
FND-001687,SCN-20260811-1464,2026-08-11,2026-08-11T06:43:00+00:00,AST-018,container-registry,Cloud VM,Production,Developer Platform,Developer Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Open,2026-03-14,150,12.35,592110.00,68.80,30,true,Rapid7 InsightVM,2026-08-12T08:43:00+00:00
FND-001688,SCN-20251129-1465,2025-11-29,2025-11-29T06:44:00+00:00,AST-022,backup-orchestrator,Server,Production,Infrastructure,Platform SRE,CVE-2026-20415,Heap overflow in the TLS session-resumption handler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,Open,2025-11-09,20,9.36,307500.00,37.50,30,false,Rapid7 InsightVM,2025-11-29T08:44:00+00:00
FND-001689,SCN-20251230-1466,2025-12-30,2025-12-30T06:45:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2025-44521,Information Disclosure in the backup client,Information Disclosure,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2025-11-30,30,7.02,1176825.00,85.20,30,false,Wiz,2025-12-31T08:45:00+00:00
FND-001690,SCN-20260417-1467,2026-04-17,2026-04-17T06:46:00+00:00,AST-011,logging-elastic-node,Cloud VM,Production,Observability,Platform SRE,CVE-2025-40822,Insecure Deserialization in the log-shipping daemon,Insecure Deserialization,Medium,6.8,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2026-01-24,83,11.70,358360.00,47.60,90,false,CrowdStrike Spotlight,2026-04-17T08:46:00+00:00
FND-001691,SCN-20260711-1468,2026-07-11,2026-07-11T06:47:00+00:00,AST-004,orders-postgres-prod,Database,Production,Commerce,Data Platform,CVE-2025-43288,Denial of Service in the message queue broker,Denial of Service,Medium,4.7,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,In Remediation,2026-04-02,100,7.20,987000.00,56.40,90,false,Manual Pentest,2026-07-11T08:47:00+00:00
FND-001692,SCN-20260228-1469,2026-02-28,2026-02-28T06:48:00+00:00,AST-010,ci-build-runner,Cloud VM,Development,Developer Platform,Developer Platform,CVE-2026-10022,Authentication bypass via forged assertion in the SSO broker,Authentication Bypass,Critical,9.1,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:H/I:H/A:N,In Remediation,2026-01-06,53,21.28,270270.00,45.50,7,true,Nessus,2026-02-28T08:48:00+00:00
FND-001693,SCN-20260719-1470,2026-07-19,2026-07-19T06:49:00+00:00,AST-006,edge-waf-gateway,Network Device,Production,Network Security,Network Security,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-05-18,62,13.00,1513600.00,94.60,30,true,Wiz,2026-07-19T08:49:00+00:00
FND-001694,SCN-20260609-1471,2026-06-09,2026-06-09T06:50:00+00:00,AST-024,iot-telemetry-hub,Network Device,Staging,Product Engineering,Integration Team,CVE-2025-53914,Sensitive data exposure through verbose error responses,Information Disclosure,Medium,5.3,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:L/I:N/A:N,Open,2026-02-14,115,5.40,190800.00,21.20,90,false,Wiz,2026-06-11T08:50:00+00:00
FND-001695,SCN-20260518-1472,2026-05-18,2026-05-18T06:51:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-40548,Denial of Service in the workflow scheduler,Denial of Service,High,7.5,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Accepted Risk,2025-12-13,156,10.40,1608750.00,90.00,30,false,Qualys VMDR,2026-05-19T08:51:00+00:00
FND-001696,SCN-20260630-1473,2026-06-30,2026-06-30T06:52:00+00:00,AST-014,data-lake-gateway,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2026-43425,Authentication Bypass in the container runtime shim,Authentication Bypass,Medium,4.3,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Resolved,2026-02-16,134,13.30,421400.00,38.70,90,false,Rapid7 InsightVM,2026-06-30T08:52:00+00:00
FND-001697,SCN-20260227-1474,2026-02-27,2026-02-27T06:00:00+00:00,AST-002,auth-identity-svc,Container,Production,Identity & Access,IAM Engineering,CVE-2026-42603,Cryptographic Weakness in the identity federation module,Cryptographic Weakness,High,7.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:L/I:L/A:L,Open,2025-12-06,83,12.87,1246050.00,85.20,30,true,Nessus,2026-02-28T08:00:00+00:00
FND-001698,SCN-20260429-1475,2026-04-29,2026-04-29T06:01:00+00:00,AST-005,analytics-spark-cluster,Cloud VM,Production,Data & Analytics,Data Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,Resolved,2026-03-03,57,13.65,681120.00,68.80,30,true,Nessus,2026-04-29T08:01:00+00:00
FND-001699,SCN-20260604-0998,2026-06-04,2026-06-04T06:02:00+00:00,AST-003,customer-portal-web,Server,Production,Digital Experience,Web Platform,CVE-2025-48291,SQL injection in the reporting parameter binder,SQL Injection,High,8.6,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:L/A:N,In Remediation,2025-12-24,162,14.30,1135200.00,86.00,30,true,Qualys VMDR,2026-06-05T08:02:00+00:00
